country,year,month,day,daily-cases,daily-deaths,population,countryterritoryCode,geoId,dateRep
USA,2020,03,28,18695,411,327167434,USA,US,3/28/20
USA,2020,03,27,16797,246,327167434,USA,US,3/27/20
USA,2020,03,26,13963,249,327167434,USA,US,3/26/20
USA,2020,03,25,8789,211,327167434,USA,US,3/25/20
USA,2020,03,24,11236,119,327167434,USA,US,3/24/20
USA,2020,03,23,8459,131,327167434,USA,US,3/23/20
USA,2020,03,22,7123,80,327167434,USA,US,3/22/20
USA,2020,03,21,5374,110,327167434,USA,US,3/21/20
USA,2020,03,20,4835,0,327167434,USA,US,3/20/20
USA,2020,03,19,2988,42,327167434,USA,US,3/19/20
USA,2020,03,18,1766,23,327167434,USA,US,3/18/20
USA,2020,03,17,887,16,327167434,USA,US,3/17/20
USA,2020,03,16,823,12,327167434,USA,US,3/16/20
USA,2020,03,15,777,10,327167434,USA,US,3/15/20
USA,2020,03,14,511,7,327167434,USA,US,3/14/20
USA,2020,03,13,351,10,327167434,USA,US,3/13/20
USA,2020,03,12,287,2,327167434,USA,US,3/12/20
USA,2020,03,11,271,2,327167434,USA,US,3/11/20
USA,2020,03,10,200,5,327167434,USA,US,3/10/20
USA,2020,03,9,121,4,327167434,USA,US,3/9/20
USA,2020,03,8,95,3,327167434,USA,US,3/8/20
USA,2020,03,7,105,2,327167434,USA,US,3/7/20
USA,2020,03,6,74,1,327167434,USA,US,3/6/20
USA,2020,03,5,34,2,327167434,USA,US,3/5/20
USA,2020,03,4,22,3,327167434,USA,US,3/4/20
USA,2020,03,3,14,4,327167434,USA,US,3/3/20
USA,2020,03,2,20,1,327167434,USA,US,3/2/20
USA,2020,03,1,3,1,327167434,USA,US,3/1/20
USA,2020,02,29,6,0,327167434,USA,US,2/29/20
USA,2020,02,28,1,0,327167434,USA,US,2/28/20
USA,2020,02,27,6,0,327167434,USA,US,2/27/20
USA,2020,02,26,0,0,327167434,USA,US,2/26/20
USA,2020,02,25,18,0,327167434,USA,US,2/25/20
USA,2020,02,24,0,0,327167434,USA,US,2/24/20
USA,2020,02,23,0,0,327167434,USA,US,2/23/20
USA,2020,02,22,19,0,327167434,USA,US,2/22/20
USA,2020,02,21,1,0,327167434,USA,US,2/21/20
USA,2020,02,20,0,0,327167434,USA,US,2/20/20
USA,2020,02,19,0,0,327167434,USA,US,2/19/20
USA,2020,02,18,0,0,327167434,USA,US,2/18/20
USA,2020,02,17,0,0,327167434,USA,US,2/17/20
USA,2020,02,16,0,0,327167434,USA,US,2/16/20
USA,2020,02,15,0,0,327167434,USA,US,2/15/20
USA,2020,02,14,1,0,327167434,USA,US,2/14/20
USA,2020,02,13,1,0,327167434,USA,US,2/13/20
USA,2020,02,12,0,0,327167434,USA,US,2/12/20
USA,2020,02,11,1,0,327167434,USA,US,2/11/20
USA,2020,02,10,0,0,327167434,USA,US,2/10/20
USA,2020,02,9,0,0,327167434,USA,US,2/9/20
USA,2020,02,8,0,0,327167434,USA,US,2/8/20
USA,2020,02,7,0,0,327167434,USA,US,2/7/20
USA,2020,02,6,1,0,327167434,USA,US,2/6/20
USA,2020,02,5,0,0,327167434,USA,US,2/5/20
USA,2020,02,4,0,0,327167434,USA,US,2/4/20
USA,2020,02,3,3,0,327167434,USA,US,2/3/20
USA,2020,02,2,1,0,327167434,USA,US,2/2/20
USA,2020,02,1,1,0,327167434,USA,US,2/1/20
USA,2020,01,31,1,0,327167434,USA,US,1/31/20
USA,2020,01,30,0,0,327167434,USA,US,1/30/20
USA,2020,01,29,0,0,327167434,USA,US,1/29/20
USA,2020,01,28,0,0,327167434,USA,US,1/28/20
USA,2020,01,27,3,0,327167434,USA,US,1/27/20
USA,2020,01,26,0,0,327167434,USA,US,1/26/20
USA,2020,01,25,1,0,327167434,USA,US,1/25/20
USA,2020,01,24,0,0,327167434,USA,US,1/24/20
USA,2020,01,23,0,0,327167434,USA,US,1/23/20
USA,2020,01,22,0,0,327167434,USA,US,1/22/20
USA,2020,01,21,1,0,327167434,USA,US,1/21/20
USA,2020,01,20,0,0,327167434,USA,US,1/20/20
USA,2020,01,19,0,0,327167434,USA,US,1/19/20
USA,2020,01,18,0,0,327167434,USA,US,1/18/20
USA,2020,01,17,0,0,327167434,USA,US,1/17/20
USA,2020,01,16,0,0,327167434,USA,US,1/16/20
USA,2020,01,15,0,0,327167434,USA,US,1/15/20
USA,2020,01,14,0,0,327167434,USA,US,1/14/20
USA,2020,01,13,0,0,327167434,USA,US,1/13/20
USA,2020,01,12,0,0,327167434,USA,US,1/12/20
USA,2020,01,11,0,0,327167434,USA,US,1/11/20
USA,2020,01,10,0,0,327167434,USA,US,1/10/20
USA,2020,01,9,0,0,327167434,USA,US,1/9/20
USA,2020,01,8,0,0,327167434,USA,US,1/8/20
USA,2020,01,7,0,0,327167434,USA,US,1/7/20
USA,2020,01,6,0,0,327167434,USA,US,1/6/20
USA,2020,01,5,0,0,327167434,USA,US,1/5/20
USA,2020,01,4,0,0,327167434,USA,US,1/4/20
USA,2020,01,3,0,0,327167434,USA,US,1/3/20
USA,2020,01,2,0,0,327167434,USA,US,1/2/20
USA,2020,01,1,0,0,327167434,USA,US,1/1/20
USA,2019,12,31,0,0,327167434,USA,US,12/31/19
